data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,3,Urban,Kagera (Bukoba Town),1999,7,287
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,2,Rural,Morogoro (Turiani),1999,9.5,398
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,3,Urban,Dar-es-Salaam (Kigamboni-Temeke),1999,14.1,455
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,3,Urban,Dar-es-Salaam (Kasorobo-Temeke),1999,15.3,412
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,2,Urban,Morogoro (Morogoro),1999,18.4,490
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,3,Rural,Kilimanjaro (Umbwe),1999,19.2,240
report,356682,J:\DATA\Incoming Data\HIV Surveillance Reports (UNAIDS)\HIV Surveillance Reports (from UNAIDS)\HIV Surveillance Reports (from UNAIDS)\SubSahAf\TanzaniaHIVPrevANC1999.pdf,TZA,3,Rural,Iringa (Mafinga),1999,20.9,287
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Dodoma (Handali),2003,0.4,228
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Mtwara (Tandahimba),2003,0.7,147
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mtwara (Tandahimba),2003,0.7,147
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kagera (Kimeya),2003,0.8,241
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Tanga (magoma),2003,1.1,175
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kagera (Nkwenda),2003,1.5,452
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mtwara (Mkunya),2003,1.5,135
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Morogoro (Mkuyuni),2003,1.7,173
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Morogoro (Hembeti),2003,2.1,99
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kagera (Nyamiaga),2003,2.2,182
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kilimanjaro (Hedaru),2003,2.3,221
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kagera (Katoro),2003,2.4,245
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Lindi (Liwale),2003,2.7,307
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Lindi (Chumo),2003,2.8,141
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kilimanjaro (Umbwe),2003,2.9,103
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kigoma (Kibondo),2003,3.2,217
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kigoma (Kiganamo),2003,3.4,326
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mtwara (Nanyamba),2003,3.4,176
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kigoma (Nyakitonto),2003,3.7,163
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kilimanjaro (Pasua),2003,4.2,191
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Mtwara (Likombe),2003,4.2,165
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Dodoma (Bahi),2003,4.4,181
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Tanga (Kwamkono),2003,4.7,168
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mtwara (Mangaka),2003,4.9,267
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Lindi (Nyangao),2003,5.2,233
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Tanga (Lushoto),2003,5.3,246
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Dodoma (Mpwapwa),2003,5.9,319
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kilimanjaro (Masama),2003,6.3,268
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Tanga (Makorola),2003,6.6,545
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kilimanjaro (Majengo),2003,6.8,323
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kigoma (Kigoma),2003,7,301
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kigoma (Ujiji),2003,7,342
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Tanga (Handeni),2003,7.9,403
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mbeya (Ilembo),2003,8,188
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Kilimanjaro (Huruma),2003,8.1,323
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Dodoma (Kibaigwa),2003,8.9,203
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar es Salaam (Kimara),2003,9.1,361
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dodoma (Makole),2003,9.1,339
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar-es-Salaam (Kigamboni-Temeke),2003,9.3,386
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kagera (Bukoba Town),2003,9.5,410
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Mtwara (Ligula),2003,9.5,389
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar-es-Salaam (Kasorobo-Temeke),2003,9.6,446
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Lindi (Nachingwea),2003,9.7,227
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Kagera (Rwamishemi),2003,9.8,296
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Morogoro (Uhuru),2003,9.8,799
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar es Salaam (Oyesterbay - Kinondoni),2003,10.5,466
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mbeya (Igamba),2003,10.5,228
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Morogoro (Morogoro),2003,11.5,559
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar es Salaam (Buguruni - Ilala),2003,12.1,884
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dar es Salaam (Kiwalani),2003,12.5,421
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Lindi (Sokoine),2003,13.5,119
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Dodoma (Wajenzi),2003,13.9,351
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mbeya (Chimala),2003,15.3,249
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Rural,Mbeya (Kyela),2003,15.8,323
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Lindi (Town Clinic),2003,15.9,113
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Mbeya(Ruanda),2003,15.9,728
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Tanga (Ngamiani),2003,18.3,547
report,356684,J:\DATA\TZA\HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY\2003_2004\TZA_HIV_SYPHILIS_SEROSURVEILLANCE_SURVEY_2003_2004_REP_Y2017M12D21.PDF,TZA,3,Urban,Mbeya (Kiwanjampaka),2003,18.9,726
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),1995,2.4,1883
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),1996,0.2,871
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),1997,1.6,791
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),1999,0.5,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),2000,0.8,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),2002,1.2,405
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),2005,2.5,407
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Mnazi mmoja),2008,1.5,521
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),1995,6.3,63
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),1996,0,336
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),1997,1.9,106
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),1999,0.8,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),2000,1,208
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),2002,0.3,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),2005,0.5,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Kivunge),2008,0.2,490
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Makunduchi),1997,0.07,79
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Makunduchi),2005,0,200
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Makunduchi),2008,0.9,334
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (KMKM),2005,0.75,401
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (KMKM),2008,0.5,200
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),1996,2.8,35
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),1999,0.6,320
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),2000,0.9,214
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),2002,2,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),2005,1.25,399
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Chake Chake),2008,0.3,400
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),1995,8.9,101
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),1996,0,45
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),1999,1.1,280
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),2000,0,200
report,356752,J:\DATA\TZA\ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY\2008\TZA_ZANZIBAR_HIV_SENTINEL_SURVEILLANCE_SURVEY_2008_REP_Y2017M12D21.PDF,TZA,1,,Zanzibar (Micheweni),2002,0,171
